TournamentCode,Num,Name,R,QP,RP,High,MP,Elim,WP,OPR,OPRm, 
1617velv-mnca2,11612,Crimson Robotics #3,21,2,125,85,5,,0.20,19.2,19.0,
1617velv-mnca2,9459,Mythic,22,2,103,40,5,F2,0.20,7.9,9.5,
1617velv-mnca2,11935,Nativity Circuit Sisters,23,0,160,45,5,S2,0.00,10.3,12.9,
1617velv-mnca2,9949,Ununtrium,24,0,110,30,5,,0.00,-7.4,-0.9,
1617velv-mnbu1,10398,Quantum Mechanics,1,10,210,108,5,FC,1.00,78.7,62.9,
1617velv-mnbu1,5736,Stormbots,2,10,148,110,5,F1,1.00,48.6,44.0,
1617velv-mnbu1,10432,Untitled 1,3,8,250,135,5,SC,0.80,70.9,60.4,
1617velv-mnbu1,8808,Ponytail Posse,4,8,195,85,5,S1,0.80,21.8,25.7,
1617velv-mnbu1,8034,Easy as Pi,5,8,165,90,5,WC,0.80,11.8,23.2,
1617velv-mnbu1,9414,Chanhassen 5,6,8,129,245,5,SC,0.80,66.4,61.0,
1617velv-mnbu1,8919,FireStormers,7,6,255,135,5,F2,0.60,56.9,48.6,
1617velv-mnbu1,11117,St. Paul Academy and Summit School,8,6,237,110,5,W1,0.60,68.2,54.6,
1617velv-mnbu1,10470,Red Sabers,9,6,230,75,5,,0.60,11.4,18.3,
1617velv-mnbu1,3763,Piece of Cake,10,6,173,95,5,S2,0.60,16.1,21.1,
1617velv-mnbu1,9078,Ground Zero,11,6,141,245,5,S1,0.60,65.3,53.1,
1617velv-mnbu1,7589,Ciphers,12,6,128,60,5,,0.60,8.1,13.4,
1617velv-mnbu1,11621,Light Speed,13,4,255,80,5,W2,0.40,12.3,21.1,
1617velv-mnbu1,11150,Thunder PengWin Robotics Team,14,4,242,77,5,,0.40,45.5,35.5,
1617velv-mnbu1,9182,Short Circuits,15,4,155,85,5,,0.40,31.2,28.8,
1617velv-mnbu1,10469,Black Sabers,16,4,150,130,5,,0.40,-2.1,12.8,
1617velv-mnbu1,10486,Terrabots,17,4,138,110,5,,0.40,12.3,17.5,
1617velv-mnbu1,10430,Wiring Warriors,18,4,83,40,5,,0.40,21.2,15.5,
1617velv-mnbu1,11904,Black Knights,19,2,263,108,5,,0.20,4.6,15.0,
1617velv-mnbu1,8729,Blue Energy,20,2,190,60,5,S2,0.20,32.1,26.1,
1617velv-mnbu1,11459,White Sabers,21,2,188,80,5,,0.20,1.3,11.2,
1617velv-mnbu1,7646,Circuit Overlords,22,2,125,85,5,,0.20,-1.9,8.6,
1617velv-mnbu1,11566,Tough Cookies,23,0,156,50,5,,0.00,30.3,20.4,
1617velv-mnbu1,10648,I Have an Idea,24,0,150,45,5,,0.00,-4.3,6.6,
1617velv-mnbu2,10590,The Monkey Wrench Gang,1,10,165,109,5,WC,1.00,76.3,63.9,
1617velv-mnbu2,11488,Solid,2,8,162,130,5,W1,0.80,44.8,41.1,
1617velv-mnbu2,10617,MECHATECH,3,8,146,145,5,SC,0.80,99.1,83.4,
1617velv-mnbu2,11839,Metal Melters,4,8,129,130,5,FC,0.80,10.3,15.7,
1617velv-mnbu2,11819,Two Crows on a Fence,5,8,69,70,5,SC,0.80,23.8,23.7,
1617velv-mnbu2,10423,Servo Pros,6,6,124,145,5,S1,0.60,27.4,28.0,
1617velv-mnbu2,11290,TAXI K.A.B.D,7,6,111,110,5,,0.60,2.0,9.8,
1617velv-mnbu2,7588,The PRIDE,8,6,108,80,5,W2,0.60,22.1,21.0,
1617velv-mnbu2,8736,TermiRaiders,9,6,93,50,5,,0.60,16.1,15.4,
1617velv-mnbu2,11757,Rebellious Robots,10,6,88,115,5,,0.60,26.3,24.7,
1617velv-mnbu2,10077,UnBEAR-able,11,5,176,115,5,,0.50,43.9,39.7,
1617velv-mnbu2,10075,B.E.A.R.S.,12,5,125,102,5,,0.50,23.4,24.5,
1617velv-mnbu2,11409,Ursa Mechanica,13,4,186,70,5,,0.40,4.9,13.0,
1617velv-mnbu2,11417,Static Screws,14,4,160,81,5,,0.40,7.8,13.0,
1617velv-mnbu2,5962,Nordic Storm,15,4,145,81,5,S2,0.40,18.4,19.3,
1617velv-mnbu2,9196,Aperture Robotics,16,4,122,60,5,,0.40,18.5,17.6,
1617velv-mnbu2,7190,Green Girls,17,4,82,31,5,S2,0.40,1.1,5.3,
1617velv-mnbu2,10568,The Regal Kiwis,18,4,65,102,5,F2,0.40,33.3,26.6,
1617velv-mnbu2,11903,Happy Little Robots,19,3,190,80,5,,0.30,26.5,23.5,
1617velv-mnbu2,11989,Rosemount Middle Robotics 2,20,3,94,90,5,,0.30,-2.9,5.8,
1617velv-mnbu2,8980,Achievement Unlocked:Name Chosen,21,3,90,31,5,S1,0.30,16.3,12.7,
1617velv-mnbu2,9205,Iron Maidens,22,2,151,109,5,F1,0.20,27.6,27.5,
1617velv-mnbu2,10439,Iron Eagles,23,2,70,70,5,,0.20,-2.1,4.5,
1617velv-mnbu2,8967,Rosemount Middle Robotics,24,1,93,30,5,,0.10,-4.0,0.5,
1617velv-oksw,8373,Diva Force,1,10,135,120,5,WC,1.00,63.0,56.3,
1617velv-oksw,4962,Rockettes,2,7,117,125,5,FC,0.70,52.2,49.5,
1617velv-oksw,7242,RoboCats Delta Team,3,7,112,125,5,F1,0.70,44.3,37.7,
1617velv-oksw,8866,Phi-Robot 2,4,6,71,125,5,W1,0.60,39.1,35.5,
1617velv-oksw,3638,Atomic Shock,5,4,94,50,5,SC,0.40,-12.9,-3.3,
1617velv-oksw,5141,Warrior Bots,6,3,149,45,5,SC,0.30,2.5,7.9,
1617velv-oksw,7814,Weatherford Robotics Club,7,3,148,70,5,S1,0.30,11.2,13.8,
1617velv-oksw,8825,CADFish,8,2,110,100,5,S1,0.20,5.5,11.1,
1617velv-oksw,9101,RoboCats Gamma Team,9,2,66,30,5,,0.20,4.9,5.0,
1617velv-okgc,7172,Technical Difficulties,1,10,147,120,5,FC,1.00,50.9,47.4,
1617velv-okgc,11179,St. John Bosco Knights,2,8,57,45,5,SC,0.80,17.1,16.4,
1617velv-okgc,4224,Y-Not Robots,3,6,211,120,5,WC,0.60,47.1,41.6,
1617velv-okgc,10641,Atomic Gears,4,6,137,100,5,F1,0.60,41.9,37.5,
1617velv-okgc,11348,Moore High School Lions,5,6,85,65,5,SC,0.60,14.0,15.3,
1617velv-okgc,10094,Bobotics,6,5,133,80,5,S1,0.50,25.8,24.2,
1617velv-okgc,5179,Cyberstorm,7,4,126,75,5,S1,0.40,16.4,16.3,
1617velv-okgc,7452,Iron Giants,8,4,125,70,5,,0.40,4.6,9.7,
1617velv-okgc,6780,Y-Not Robots²,9,4,98,55,5,W1,0.40,17.6,18.2,
1617velv-okgc,12066,Lions,10,4,82,75,5,,0.40,8.0,9.0,
1617velv-okgc,5967,RoboHornets,11,3,86,60,5,,0.30,-4.0,1.9,
1617velv-okgc,11491,Ada CouGears,12,2,88,56,5,,0.20,8.3,10.0,
1617velv-okgc,10312,BearBotics,13,2,87,40,5,,0.20,2.1,5.8,
1617velv-okbk,6238,Pixel Blue,1,7,175,70,5,SC,0.70,26.1,25.0,
1617velv-okbk,11485,Wyldcats,2,7,121,115,5,SC,0.70,28.1,27.2,
1617velv-okbk,9847,MeteorBots,3,6,247,105,5,S1,0.60,51.6,44.5,
1617velv-okbk,4378,Black Box Robotics,4,6,184,120,5,FC,0.60,75.0,63.6,
1617velv-okbk,9898,Walking Biomed,5,6,183,84,5,S1,0.60,49.0,40.9,
1617velv-okbk,6144,Pixel Red,6,6,172,76,5,WC,0.60,20.6,23.9,
1617velv-okbk,4155,Rougher Robo Royalty,7,5,210,70,5,W1,0.50,28.9,25.6,
1617velv-okbk,5553,RoboComets,8,5,200,90,5,,0.50,14.2,19.1,
1617velv-okbk,6735,Team Medusa,9,5,188,120,5,F1,0.50,14.0,18.7,
1617velv-okbk,3670,Metal Mustangs,10,5,156,115,5,,0.50,25.3,26.8,
1617velv-okbk,5044,Pirates,11,4,240,105,5,,0.40,18.2,21.2,
1617velv-okbk,8638,tadpole,12,3,180,65,5,,0.30,8.9,13.9,
1617velv-okbk,9838,elopdat,13,3,152,55,5,,0.30,15.3,15.8,
1617velv-okbk,7366,The Lab Rats,14,2,100,84,5,,0.20,-6.4,2.8,
1617velv-orcba,7470,Elite Tech,1,10,110,70,5,,1.00,26.3,23.8,
1617velv-orcba,7474,VWA,2,8,90,55,5,,0.80,24.4,22.2,
1617velv-orcba,6741,HHS Robotics,3,8,55,60,5,,0.80,20.1,20.8,
1617velv-orcba,8153,Aperture Robotics,4,6,130,70,5,,0.60,21.4,22.2,
1617velv-orcba,11887,Hermiston Middle Schools Robotics,5,6,100,60,5,,0.60,15.7,14.7,
1617velv-orcba,8096,Tiger Robotics,6,4,100,70,5,,0.40,30.6,26.1,
1617velv-orcba,10530,Robotica,7,4,75,47,5,,0.40,15.9,15.2,
1617velv-orcba,7497,Blackout,8,4,65,70,5,,0.40,11.6,12.7,
1617velv-orcba,10585,LHS Robotics,9,4,55,40,5,,0.40,8.0,7.8,
1617velv-orcba,7499,The Nerdy Girls,10,2,60,25,5,,0.20,-8.0,-2.4,
1617velv-orcba,12041,Ro-Bros,11,0,100,50,5,,0.00,1.9,5.2,
1617velv-orcbb,8590,Bear Mettle,1,10,20,60,5,,1.00,39.9,34.6,
1617velv-orcbb,10531,BB-8 Builders,2,7,35,55,5,,0.70,15.1,14.0,
1617velv-orcbb,7496,Cyberbots,3,6,55,60,5,,0.60,11.4,11.1,
1617velv-orcbb,7473,The Pride,4,5,55,60,5,,0.50,16.1,14.6,
1617velv-orcbb,9060,Smarties,5,4,35,35,5,,0.40,6.6,8.0,
1617velv-orcbb,10765,M.A.L.E.,6,3,30,35,5,,0.30,-3.6,-0.1,
1617velv-orcbb,8007,Bulldog Robotics,7,3,20,25,5,,0.30,-4.0,-1.5,
1617velv-orcbb,8890,Stanfield Robotics,8,2,30,15,5,,0.20,0.7,1.3,
1617velv-flmm,7017,Polk Overdrive,1,12,51,80,6,,1.00,30.1,27.7,
1617velv-flmm,6433,Neutrinos,2,10,136,70,6,,0.83,27.4,24.7,
1617velv-flmm,9175,Warrior Bots,3,10,86,52,6,,0.83,16.8,15.7,
1617velv-flmm,4469,Hydra Beta,4,8,132,70,6,,0.67,13.0,13.8,
1617velv-flmm,7203,KNO3,5,8,122,65,6,,0.67,32.2,28.8,
1617velv-flmm,3846,Maelstrom,6,8,92,90,6,,0.67,28.3,25.2,
1617velv-flmm,4960,Stealth Tigers,7,8,87,50,7,,0.57,-0.8,2.4,
1617velv-flmm,2845,Team Duct Tape,8,7,121,80,6,,0.58,23.6,21.2,
1617velv-flmm,3073,Massive D,9,6,76,40,7,,0.43,2.7,4.7,
1617velv-flmm,7263,The Knights of Cavalry,10,5,110,40,6,,0.42,3.1,5.5,
1617velv-flmm,11628,Coding Hope,11,5,85,40,6,,0.42,-4.3,0.0,
1617velv-flmm,4997,Masquerade,12,4,117,65,6,,0.33,15.8,15.8,
1617velv-flmm,11343,CDS Patriot Bots,13,4,84,41,6,,0.33,13.3,12.8,
1617velv-flmm,11619,14 Spicy Boiz,14,3,105,60,6,,0.25,15.2,13.3,
1617velv-flmm,11429,The Mechanical Bulls,15,2,101,32,6,,0.17,3.9,5.8,
1617velv-flmm,2425,Hydra Alpha,16,2,77,90,6,,0.17,18.6,16.9,
1617velv-flmm,11434,JagWires,17,2,62,50,6,,0.17,1.0,3.6,
1617velv-flneflmp1,10497,SwampBots,1,12,53,86,6,,1.00,62.3,53.8,
1617velv-flneflmp1,10167,Green Cove Springs Junior High,2,10,46,80,6,,0.83,18.5,19.4,
1617velv-flneflmp1,10168,LJH Gator Techs,3,6,39,50,5,,0.60,3.4,5.4,
1617velv-flneflmp1,9214,RhoBeta,4,4,43,60,5,,0.40,-0.2,3.1,
1617velv-flneflmp1,10013,Master Builders,5,4,42,50,5,,0.40,14.8,13.0,
1617velv-flneflmp1,9944,SATURN,6,4,41,86,5,,0.40,5.9,8.3,
1617velv-flneflmp1,10583,The Robotic Gladiators,7,4,38,15,6,,0.33,0.1,1.0,
1617velv-flneflmp1,8798,Aluminati Industries,8,4,36,80,5,,0.40,11.1,11.7,
1617velv-flneflmp1,8796,Clay,9,0,34,15,5,,0.00,-0.3,1.3,
1617velv-flcw1,10345,Royal Blue,1,10,193,105,5,,1.00,64.3,55.8,
1617velv-flcw1,8908,Robo Mojo,2,9,246,125,5,,0.90,77.6,67.7,
1617velv-flcw1,3101,Boom Bots,3,8,148,125,5,,0.80,42.0,39.2,
1617velv-flcw1,506,Pandara,4,7,222,100,5,,0.70,52.9,47.7,
1617velv-flcw1,409,Aluminati,5,6,220,100,5,,0.60,20.7,24.3,
1617velv-flcw1,11817,< BITS_PLEASE >,6,6,119,105,5,,0.60,19.4,22.3,
1617velv-flcw1,3123,Spontaneous Combustion,7,6,97,70,5,,0.60,17.3,18.3,
1617velv-flcw1,516,Gears of Fire,8,4,154,100,5,,0.40,23.7,24.6,
1617velv-flcw1,4163,Robo Warriors,9,4,127,71,5,,0.40,16.5,16.6,
1617velv-flcw1,3736,Serious Business,10,4,114,100,5,,0.40,38.9,34.3,
1617velv-flcw1,7415,Psychobots,11,4,91,65,5,,0.40,3.2,7.8,
1617velv-flcw1,7650,The Circuit Breakers,12,4,61,95,5,,0.40,5.0,10.1,
1617velv-flcw1,499,NanoFusion,13,3,184,100,5,,0.30,14.3,17.2,
1617velv-flcw1,11706,Robots in Paradise,14,2,177,60,5,,0.20,15.8,17.3,
1617velv-flcw1,7321,Charlotte Surge,15,2,109,80,5,,0.20,-2.8,4.1,
1617velv-flcw1,6324,Twisted Circuitz,16,1,166,100,5,,0.10,10.5,11.8,
1617velv-flpbl1a,8754,ELEKTRO,1,10,176,119,5,,1.00,64.1,55.0,
1617velv-flpbl1a,11799,Blazers Robotics 2,2,8,191,76,5,,0.80,20.1,24.2,
1617velv-flpbl1a,11555,JEDI KNIGHTS,3,8,91,85,5,,0.80,38.4,34.4,
1617velv-flpbl1a,450,Children of the Swamp,4,6,161,76,5,,0.60,45.8,40.0,
1617velv-flpbl1a,10200,Ninoxide,5,6,157,67,5,,0.60,28.8,28.6,
1617velv-flpbl1a,8844,Skeleton Albifacies,6,6,115,85,5,,0.60,28.1,25.1,
1617velv-flpbl1a,11796,TechGarage 1,7,4,82,81,5,,0.40,16.2,18.9,
1617velv-flpbl1a,7509,Blazer Robotics,8,4,78,119,5,,0.40,16.9,19.6,
1617velv-flpbl1a,10201,Tyton Owls,9,4,51,61,5,,0.40,-2.0,2.9,
1617velv-flpbl1a,6364,Pulsatrix,10,2,164,80,5,,0.20,13.9,15.7,
1617velv-flpbl1a,10745,Tech Garage 5,11,2,160,58,5,,0.20,14.0,14.6,
1617velv-flpbl1a,10205,Da Man Sowa,12,0,66,31,5,,0.00,-8.2,-2.9,
1617velv-flpbl1b,11800,TechGarage5,1,10,66,56,5,,1.00,31.8,29.0,
1617velv-flpbl1b,11798,TechGarage3,2,8,63,60,6,,0.67,21.6,19.8,
1617velv-flpbl1b,11596,Cuda,3,8,55,56,5,,0.80,24.4,22.1,
1617velv-flpbl1b,11797,TechGarage2,4,6,71,40,6,,0.50,12.1,12.0,
1617velv-flpbl1b,10746,Tech Garage 6,5,6,70,45,5,,0.60,19.4,17.4,
1617velv-flpbl1b,11599,Westgate 1,6,6,41,40,5,,0.60,7.6,8.7,
1617velv-flpbl1b,11597,Mechanical Owls,7,5,61,41,6,,0.42,2.3,4.1,
1617velv-flpbl1b,11601,Westgate 3,8,5,33,50,5,,0.50,13.2,12.9,
1617velv-flpbl1b,10606,Tech Garage,9,4,87,60,5,,0.40,18.6,18.1,
1617velv-flpbl1b,12249,Minjas,10,4,50,45,5,,0.40,6.8,8.0,
1617velv-flpbl1b,11600,Westgate 2,11,4,33,32,5,,0.40,4.6,5.8,
1617velv-flpbl1b,11605,Cabana 2,12,1,50,20,5,,0.10,2.4,3.3,
1617velv-flpbl1b,11604,Cabana 1,13,1,36,15,5,,0.10,-5.6,-2.4,
1617velv-flpbl1c,9177,RoboScots,1,12,148,80,6,,1.00,48.4,43.1,
1617velv-flpbl1c,9497,GEAR GRINDER,2,10,97,75,5,,1.00,21.6,22.0,
1617velv-flpbl1c,5257,Eagles Robotics Xperience,3,6,173,75,5,,0.60,39.7,34.4,
1617velv-flpbl1c,10206,360 Degrees,4,6,144,70,6,,0.50,18.9,19.4,
1617velv-flpbl1c,7625,Otus,5,6,118,65,5,,0.60,17.3,17.4,
1617velv-flpbl1c,6568,Jedi Knights,6,6,110,55,5,,0.60,9.8,11.5,
1617velv-flpbl1c,8551,Relentless Robotics,7,4,145,45,5,,0.40,3.9,8.7,
1617velv-flpbl1c,5158,T.I.T.A.N.S.,8,4,128,80,5,,0.40,22.2,20.9,
1617velv-flpbl1c,10743,TechGarage 3,9,4,118,55,5,,0.40,25.0,21.9,
1617velv-flpbl1c,10688,ATL Eagles Robotics,10,4,98,50,5,,0.40,7.4,9.0,
1617velv-flpbl1c,10744,TechGarage 4,11,4,91,55,5,,0.40,10.7,12.9,
1617velv-flpbl1c,9498,Robo Warriors,12,2,127,75,6,,0.17,11.3,12.8,
1617velv-flpbl1c,11551,Robot Matrix,13,0,75,30,5,,0.00,0.6,3.0,
1617velv-flrio1,9930,Robo-Knights,1,12,165,90,6,,1.00,27.9,26.8,
1617velv-flrio1,9779,PIEaters,2,12,151,130,6,,1.00,64.1,57.6,
1617velv-flrio1,7826,Mini-Moose,3,10,144,130,6,,0.83,60.9,55.2,
1617velv-flrio1,10650,HazMat Robotics Biohazards,4,8,183,115,6,,0.67,47.8,42.3,
1617velv-flrio1,11427,B^2,5,8,103,95,6,,0.67,22.6,22.2,
1617velv-flrio1,9277,HazMat Robotics Explosives,6,8,90,60,6,,0.67,28.2,26.0,
1617velv-flrio1,10050,Raccoon Robotics,7,6,149,90,6,,0.50,19.5,20.5,
1617velv-flrio1,3939,Bolts of Steel,8,6,137,75,6,,0.50,19.2,20.1,
1617velv-flrio1,9444,FLA Tech 2.0,9,6,84,60,6,,0.50,5.7,7.7,
1617velv-flrio1,6327,Fetch,10,6,79,100,6,,0.50,14.9,16.3,
1617velv-flrio1,12273,Toxic Fire,11,4,195,60,6,,0.33,15.5,16.9,
1617velv-flrio1,5937,Renaissance Robotics,12,4,156,55,6,,0.33,17.1,17.6,
1617velv-flrio1,11020,Terminators,13,4,98,81,6,,0.33,3.9,6.8,
1617velv-flrio1,10980,Cookiebytes,14,4,92,115,6,,0.33,25.2,24.5,
1617velv-flrio1,8614,Olympia Robotic Titan,15,4,15,60,6,,0.33,0.5,2.9,
1617velv-flrio1,6090,Rock Star Robotics,16,2,90,110,6,,0.17,-0.3,3.3,
1617velv-flrio1,9442,Robo Royalty,17,2,67,29,6,,0.17,0.8,2.7,
1617velv-flrio1,8601,Godly Gears,18,2,62,55,6,,0.17,-7.2,-3.3,
1617velv-flsflpr,10087,FatherBoards,1,12,150,140,6,,1.00,77.4,69.0,
1617velv-flsflpr,9110,WiredCats Junior,2,10,215,140,6,,0.83,58.8,54.0,
1617velv-flsflpr,10830,RoboPanthers2000,3,10,152,70,6,,0.83,28.8,27.4,
1617velv-flsflpr,6322,WiredCats,4,10,145,125,6,,0.83,45.6,41.5,
1617velv-flsflpr,3888,Greased Lightning,5,9,102,110,6,,0.75,30.3,29.6,
1617velv-flsflpr,10130,Crown Joules,6,7,135,80,6,,0.58,17.7,19.0,
1617velv-flsflpr,11910,REEF ROBOTICS 2,7,7,110,80,6,,0.58,7.5,10.6,
1617velv-flsflpr,5125,Raiderbots,8,6,165,70,6,,0.50,13.5,15.0,
1617velv-flsflpr,10366,WiredCats Future,9,6,150,65,6,,0.50,12.3,13.8,
1617velv-flsflpr,11204,Shark-A-Tech,10,6,145,75,6,,0.50,31.2,28.7,
1617velv-flsflpr,9986,EagleBotics Navy,11,6,130,60,6,,0.50,13.9,15.1,
1617velv-flsflpr,619,Mecha Makos,12,6,110,85,6,,0.50,20.7,21.8,
1617velv-flsflpr,10088,SharkBeta,13,5,170,130,6,,0.42,17.9,19.7,
1617velv-flsflpr,7029,Bosco's Bots,14,4,132,115,6,,0.33,13.7,13.8,
1617velv-flsflpr,7318,Phoenix Gears,15,4,125,55,6,,0.33,15.9,15.1,
1617velv-flsflpr,6321,Robo Raiders,16,4,105,65,6,,0.33,-0.3,3.5,
1617velv-flsflpr,9987,EagleBotics Gold,17,4,100,40,6,,0.33,0.3,3.1,
1617velv-flsflpr,10022,WiredCats Girls,18,2,155,45,6,,0.17,17.4,16.7,
1617velv-flsflpr,11199,Forge,19,2,72,50,6,,0.17,-1.0,2.6,
1617velv-flsflpr,5442,Half LIFE TERRA,20,0,60,20,6,,0.00,1.2,2.5,
1617velv-flscl1,7477,Super 7,1,10,240,285,5,,1.00,139.0,116.8,
1617velv-flscl1,12090,DEN IN BLACK,2,8,205,80,6,,0.67,1.1,10.9,
1617velv-flscl1,7592,Roarbots,3,8,146,125,5,,0.80,7.5,15.0,
1617velv-flscl1,8996,Pink Fluffy Bunnies,4,8,126,80,5,,0.80,52.6,45.7,
1617velv-flscl1,4717,Mechromancers,5,8,120,285,5,,0.80,61.8,55.4,
1617velv-flscl1,6323,The Pink Team,6,6,180,90,5,,0.60,40.6,36.9,
1617velv-flscl1,4227,Metal Morphosis,7,6,171,80,5,,0.60,50.1,42.8,
1617velv-flscl1,11355,Neil Team Six,8,6,160,101,5,,0.60,44.6,42.5,
1617velv-flscl1,10379,General Mission,9,6,155,90,6,,0.50,6.8,11.5,
1617velv-flscl1,10179,Tech Turtles,10,6,140,160,6,,0.50,28.5,29.9,
1617velv-flscl1,10347,General Tech,11,6,81,80,5,,0.60,12.8,15.4,
1617velv-flscl1,8392,Lift-Off!,12,4,60,140,5,,0.40,-3.8,5.3,
1617velv-flscl1,9013,Merritt Island Matrix,13,4,45,50,5,,0.40,7.2,7.4,
1617velv-flscl1,11681,BANANAS,14,2,112,45,5,,0.20,11.8,12.5,
1617velv-flscl1,8945,Touch-Down!,15,0,141,65,5,,0.00,6.2,9.6,
1617velv-flscl1,7341,F.R.E.N.C.H. F.R.I.E.S.,16,0,136,75,5,,0.00,10.2,10.8,
1617velv-flscl1,9800,HyperNovas,17,0,130,55,5,,0.00,4.2,8.0,
1617velv-flphu2,10345,Royal Blue,1,12,206,130,6,,1.00,77.3,68.5,
1617velv-flphu2,3123,Spontaneous Combustion,2,10,124,105,6,,0.83,32.5,31.3,
1617velv-flphu2,3736,Serious Business,3,10,90,100,6,,0.83,28.6,29.1,
1617velv-flphu2,8908,Robo Mojo,4,8,300,110,6,,0.67,76.6,67.4,
1617velv-flphu2,506,Pandara,5,8,275,110,6,,0.67,27.3,28.5,
1617velv-flphu2,3101,Boom Bots,6,6,195,130,6,,0.50,16.6,18.2,
1617velv-flphu2,7650,The Circuit Breakers,7,6,119,90,6,,0.50,14.8,16.7,
1617velv-flphu2,516,Gears of Fire,8,6,78,65,6,,0.50,6.6,8.4,
1617velv-flphu2,409,Aluminati,9,6,63,60,6,,0.50,10.8,11.7,
1617velv-flphu2,11817,< BITS_PLEASE >,10,4,168,95,6,,0.33,23.3,23.1,
1617velv-flphu2,4163,Robo Warriors,11,4,148,106,6,,0.33,23.2,23.3,
1617velv-flphu2,6324,Twisted Circuitz,12,4,115,85,6,,0.33,27.7,25.8,
1617velv-flphu2,7415,Psychobots,13,4,115,61,6,,0.33,0.7,3.8,
1617velv-flphu2,499,NanoFusion,14,4,101,85,6,,0.33,-5.6,-0.9,
1617velv-flphu2,11706,Robots in Paradise,15,4,56,50,6,,0.33,6.4,8.0,
1617velv-flphu2,7321,Charlotte Surge,16,0,75,40,6,,0.00,-2.5,0.5,
1617velv-flrlcc,4997,Masquerade,1,12,185,140,6,,1.00,39.9,40.0,
1617velv-flrlcc,7719,Team RISE,2,11,235,85,7,,0.79,27.5,26.1,
1617velv-flrlcc,4960,Stealth Tigers,3,9,188,125,6,,0.75,28.3,28.9,
1617velv-flrlcc,3846,Maelstrom,4,8,198,102,7,,0.57,53.2,47.9,
1617velv-flrlcc,7203,KNO3,5,8,197,195,6,,0.67,78.8,70.4,
1617velv-flrlcc,2845,Team Duct Tape,6,7,249,100,6,,0.58,39.1,35.6,
1617velv-flrlcc,4469,Hydra Beta,7,6,212,195,6,,0.50,46.7,43.6,
1617velv-flrlcc,7017,Polk Overdrive,8,6,149,102,6,,0.50,26.6,25.7,
1617velv-flrlcc,11429,The Mechanical Bulls,9,5,178,75,6,,0.42,25.8,25.1,
1617velv-flrlcc,11619,14 Spicy Boiz,10,4,126,46,6,,0.33,0.0,3.8,
1617velv-flrlcc,11434,JagWires,11,4,122,54,6,,0.33,-0.8,4.5,
1617velv-flrlcc,8387,Biohazardous,12,4,119,47,6,,0.33,2.7,4.7,
1617velv-flrlcc,11710,RoboRaiders,13,4,96,91,6,,0.33,16.9,16.9,
1617velv-flrlcc,9175,Warrior Bots,14,2,197,65,6,,0.17,0.3,5.9,
1617velv-flrlcc,2425,Hydra Alpha,15,2,153,45,6,,0.17,-9.0,-2.2,
1617velv-flscl2,7477,Super 7,1,12,344,141,6,,1.00,89.5,79.5,
1617velv-flscl2,7592,Roarbots,2,10,245,155,6,,0.83,46.6,45.7,
1617velv-flscl2,4717,Mechromancers,3,8,425,175,6,,0.67,89.6,78.9,
1617velv-flscl2,11355,Neil Team Six,4,8,425,155,6,,0.67,86.9,77.9,
1617velv-flscl2,9013,Merritt Island Matrix,5,8,308,130,6,,0.67,35.1,35.2,
1617velv-flscl2,8996,Pink Fluffy Bunnies,6,8,259,135,6,,0.67,33.8,36.1,
1617velv-flscl2,6323,The Pink Team,7,6,424,115,6,,0.50,39.8,41.8,
1617velv-flscl2,11681,BANANAS,8,6,281,141,6,,0.50,27.8,30.5,
1617velv-flscl2,10347,General Tech,9,6,279,110,6,,0.50,17.2,22.0,
1617velv-flscl2,4227,Metal Morphosis,10,6,277,135,6,,0.50,42.9,41.2,
1617velv-flscl2,12413,Crooms Robotics,11,6,235,175,6,,0.50,26.7,30.1,
1617velv-flscl2,12245,Cobalt,12,4,275,115,6,,0.33,10.7,16.6,
1617velv-flscl2,12090,DEN IN BLACK,13,4,212,65,6,,0.33,18.0,18.7,
1617velv-flscl2,10334,Invaders,14,2,305,85,6,,0.17,6.2,13.2,
1617velv-flscl2,9800,HyperNovas,15,2,295,95,6,,0.17,19.8,21.3,
1617velv-flscl2,10379,General Mission,16,0,215,55,6,,0.00,14.9,15.8,
1617velv-flte1,9277,HazMat Robotics Explosives,1,10,208,119,5,,1.00,62.6,54.8,
1617velv-flte1,5070,N.U.T.S.,2,10,123,75,5,,1.00,25.5,26.2,
1617velv-flte1,5937,Renaissance Robotics,3,8,166,80,5,,0.80,26.7,27.0,
1617velv-flte1,7826,Mini-Moose,4,8,132,110,5,,0.80,65.0,57.0,
1617velv-flte1,10980,Cookiebytes,5,8,112,40,5,,0.80,14.2,14.7,
1617velv-flte1,9442,Robo Royalty,6,8,98,119,5,,0.80,27.4,27.7,
1617velv-flte1,9930,Robo-Knights,7,8,92,110,5,,0.80,40.7,37.8,
1617velv-flte1,10650,HazMat Robotics Biohazards,8,6,186,110,5,,0.60,28.3,28.1,
1617velv-flte1,8601,Godly Gears,9,6,153,70,5,,0.60,18.8,18.8,
1617velv-flte1,6327,Fetch,10,6,117,85,5,,0.60,23.5,23.2,
1617velv-flte1,3939,Bolts of Steel,11,4,162,50,6,,0.33,20.3,19.4,
1617velv-flte1,6379,Clockwork Mania,12,4,141,41,5,,0.40,6.5,10.1,
1617velv-flte1,12273,Toxic Fire,13,4,112,61,5,,0.40,12.3,12.9,
1617velv-flte1,11499,Pink Pelicans,14,4,105,50,5,,0.40,15.1,14.7,
